"","pn","plot","lb","sp","d01","d02","d03","d04","d05","d06","d07","f01","f02","f03","f04","f05","f06","f07","x","y"
"541",2,"Bunazaka",1,"ブナ",78.4,78.6,78.9,79.7,79.4,80.3,81,4,4,4,5,5,5,4,2.7,3.7
"542",2,"Bunazaka",2,"ホオノキ",27,25.6,25.3,24,23.9,23.6,23.5,0,0,0,0,0,0,0,8.4,8.5
"543",2,"Bunazaka",3,"スギ",112.2,112.5,113.7,114.4,115.1,116.6,118.4,4,4,5,5,4,4,4,16.5,9.9
"544",2,"Bunazaka",4,"ホオノキ",26.8,27.4,27.6,28.3,28.3,29,29.9,3,3,4,4,4,5,4,22.6,9.5
"545",2,"Bunazaka",5,"ホオノキ",13.1,13.2,13.5,13.7,13.9,14.2,14.3,3,3,3,3,4,4,3,26,9.7
"546",2,"Bunazaka",461,"ブナ",NA,NA,NA,NA,9.3,9.4,9.7,NA,NA,NA,NA,3,3,5,22,5.2
"547",2,"Bunazaka",462,"ブナ",NA,NA,NA,NA,9.4,10,11.5,NA,NA,NA,NA,4,5,5,24.6,2.3
"548",2,"Bunazaka",6,"ホオノキ",24.5,25.1,25.5,25.7,25.7,25.9,26.1,3,3,4,3,4,4,3,31.3,3.8
"549",2,"Bunazaka",7,"ホオノキ",46.7,47.2,47.8,48.2,48.4,49,49.2,4,4,5,5,4,4,3,32.1,3.8
"550",2,"Bunazaka",8,"ブナ",63.3,63.3,64.1,64.9,65.9,67.2,NA,5,5,5,5,5,4,-1,37.9,6.3
"551",2,"Bunazaka",463,"ハウチワカエデ",10.8,10.9,11,11,11.1,11.2,11.5,5,5,5,5,5,5,5,42.3,3.4
"552",2,"Bunazaka",464,"ブナ",NA,NA,NA,NA,8.8,8.9,9.3,NA,NA,NA,NA,4,5,5,45.8,0
"553",2,"Bunazaka",9,"ブナ",42.9,46,48.7,50.8,53.3,56.7,61.3,5,5,5,5,5,5,5,45.5,1.8
"554",2,"Bunazaka",465,"ブナ",NA,NA,NA,NA,9.6,9.6,9.9,NA,NA,NA,NA,4,4,4,45.8,4.3
"555",2,"Bunazaka",466,"ブナ",NA,NA,NA,NA,9.1,9.9,10.9,NA,NA,NA,NA,5,4,5,45.7,8.2
"556",2,"Bunazaka",467,"キハダ",12.4,12.9,13.3,13.7,14.1,15,15.4,4,4,4,4,4,5,3,48.6,8.8
"557",2,"Bunazaka",468,"ブナ",NA,NA,10,10.2,10.4,10.4,10.7,NA,NA,4,4,4,4,4,49.9,8.8
"558",2,"Bunazaka",10,"スギ",13.3,13.6,14.4,15.1,15.5,16.1,17.5,3,4,4,4,4,5,5,41.4,8.7
"559",2,"Bunazaka",11,"スギ",10,10.1,10.3,10.7,10.9,11.1,11.2,3,4,3,3,3,2,3,40.6,9.4
"560",2,"Bunazaka",12,"スギ",12.5,12.8,13.7,13.8,13.9,14.6,15.6,3,3,3,4,4,4,4,39.9,10.5
"561",2,"Bunazaka",469,"スギ",10.2,10.7,11.1,11.5,11.9,12.6,13,4,4,4,4,4,5,4,42,11.4
"562",2,"Bunazaka",13,"スギ",106.7,107.1,108.3,109.8,110.1,112.1,113.9,4,5,5,5,5,5,4,39.8,14
"563",2,"Bunazaka",470,"ブナ",NA,NA,NA,NA,9.1,9.8,11,NA,NA,NA,NA,5,5,5,46.1,13.9
"564",2,"Bunazaka",471,"ブナ",NA,10.9,12.5,14.1,15.7,17.7,20.7,NA,5,5,5,5,5,5,48,15.4
"565",2,"Bunazaka",14,"スギ",17.3,17.5,17.7,17.9,18,18.3,18.9,3,3,2,3,4,3,4,36.7,14.7
"566",2,"Bunazaka",15,"スギ",46.2,46.9,47.3,48,48.3,48.9,50,4,5,4,4,5,4,4,35.3,15.4
"567",2,"Bunazaka",16,"スギ",69.7,69.6,70.7,71.5,73.3,74.4,75.9,5,5,5,5,5,5,5,34.6,16.6
"568",2,"Bunazaka",17,"ホオノキ",37.1,37.7,38.6,39.3,39.4,39.9,40.4,4,4,4,4,5,5,5,33.2,16.6
"569",2,"Bunazaka",18,"スギ",95.6,95.7,96.9,98.2,100.4,101.2,103.3,5,5,5,5,5,5,5,34.5,12.2
"570",2,"Bunazaka",19,"ホオノキ",35.5,36.3,37.1,37.8,38.4,38.9,39.8,3,3,3,4,4,4,5,27.8,19
"571",2,"Bunazaka",20,"スギ",70.6,71.4,74.7,74.4,76.5,79.1,82.5,5,5,5,5,5,5,5,23.1,17.2
"572",2,"Bunazaka",21,"ホオノキ",35.3,36.3,37.4,37.8,38,39.3,39.5,3,3,3,3,4,4,4,23.7,14.1
"573",2,"Bunazaka",472,"ブナ",NA,NA,NA,10.1,10.4,10.9,12.4,NA,NA,NA,4,4,4,5,16.1,20.9
"574",2,"Bunazaka",473,"ブナ",NA,NA,NA,NA,9.8,10.4,11.2,NA,NA,NA,NA,4,5,5,16.1,20.9
"575",2,"Bunazaka",474,"ブナ",11.5,11.9,12.2,12.5,12.8,13.4,14.1,5,5,5,5,5,5,5,15.2,16.8
"576",2,"Bunazaka",475,"ブナ",NA,NA,NA,10,10.3,10.6,10.8,NA,NA,NA,4,4,4,4,11.7,17.5
"577",2,"Bunazaka",476,"ブナ",10.2,10.2,10.2,10.2,10.2,NA,NA,4,4,4,4,1,-1,-1,9.3,17.9
"578",2,"Bunazaka",22,"スギ",88.2,88.2,89.3,89.9,91.7,92.5,94.7,3,4,4,4,4,4,3,2.8,22.5
"579",2,"Bunazaka",23,"ブナ",64.5,65.1,65.7,66,66.9,67.8,68.7,5,5,5,5,5,5,4,6.3,22.2
"580",2,"Bunazaka",24,"スギ",85.5,85.2,86.3,86.5,87,87.8,89.1,3,4,4,4,5,4,3,7.1,24.7
"581",2,"Bunazaka",25,"スギ",61.7,62.5,64.1,65.6,66.6,69.1,71.7,5,5,4,5,4,5,4,11.4,25.8
"582",2,"Bunazaka",26,"スギ",76.4,77,78.5,81,82.6,85.2,88.3,5,5,5,5,5,5,4,12.4,26.2
"583",2,"Bunazaka",27,"スギ",262,261.2,264.2,263.8,263.7,265.7,265.3,4,4,4,4,4,4,4,24.3,29.5
"584",2,"Bunazaka",28,"スギ",19.7,19.8,19.7,19.4,19.5,19.3,19.1,3,2,2,1,2,1,0,27.6,26.5
"585",2,"Bunazaka",29,"スギ",33.1,33.8,34.4,35,35.7,37.1,39.2,4,4,4,4,5,5,5,24.9,21
"586",2,"Bunazaka",30,"スギ",27.2,28,28.8,29.4,30.1,31,32.3,4,3,4,4,4,4,4,27.6,20.6
"587",2,"Bunazaka",31,"スギ",15.5,15.7,15.8,16.2,16,16.2,16.9,4,5,3,4,4,4,4,28.1,19.8
"588",2,"Bunazaka",32,"スギ",10.4,10.4,10.4,10.3,10.2,10.1,10.1,2,1,1,0,0,0,0,24.2,17.6
"589",2,"Bunazaka",33,"ウワミズザクラ",22.8,23,23,23,23,NA,NA,3,2,2,1,2,-1,-1,29.2,21.2
"590",2,"Bunazaka",646,"ブナ",NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,5,34.4,27.7
"591",2,"Bunazaka",34,"ウワミズザクラ",23.6,23.7,23.8,23.8,23.9,NA,NA,4,4,4,2,3,-1,-1,37.2,24.2
"592",2,"Bunazaka",35,"ウワミズザクラ",34.6,34.3,35,35.7,36.3,37.4,37.8,5,4,4,4,4,4,3,43.2,18.9
"593",2,"Bunazaka",36,"スギ",75.8,76.8,78.6,80.2,82.3,84.3,88,5,4,5,5,4,5,4,42.2,21.5
"594",2,"Bunazaka",647,"ハウチワカエデ",NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,NA,5,47,23.1
"595",2,"Bunazaka",37,"ハウチワカエデ",13.9,14.4,15,15.2,15.3,15.6,15.7,5,5,5,5,3,5,5,47.2,22.9
"596",2,"Bunazaka",477,"ブナ",NA,NA,NA,10.5,11.7,13.6,16.4,NA,NA,NA,5,5,5,5,48.1,21.2
"597",2,"Bunazaka",38,"ヤマモミジ",9.8,10.6,11.4,11.4,11.8,12,12.4,4,5,5,5,4,5,5,48.2,22.7
"598",2,"Bunazaka",39,"ヤマモミジ",10,10.6,11,11.7,12.5,13.1,13.9,4,5,4,5,5,5,5,48.2,22.7
"599",2,"Bunazaka",478,"ヤマモミジ",13.9,14.1,14.3,14.5,14.7,15,15.2,5,5,5,5,4,5,5,48.2,22.7
"600",2,"Bunazaka",479,"ヤマモミジ",13,13,13,13,12.9,13,12.9,4,4,4,4,4,4,5,48.2,22.7
"601",2,"Bunazaka",480,"ヤマモミジ",11.8,11.8,11.8,11.8,11.8,11.8,11.8,4,4,4,4,4,4,5,48.2,22.7
"602",2,"Bunazaka",481,"ヤマモミジ",11.2,11.3,11.4,11.5,11.6,11.7,11.7,4,4,4,4,4,4,4,48.2,22.7
"603",2,"Bunazaka",40,"ホオノキ",12.3,12.7,12.8,12.8,13,13,12.5,4,3,3,3,3,4,0,56.3,23.8
"604",2,"Bunazaka",482,"ホオノキ",NA,NA,NA,NA,9.3,10,10.6,NA,NA,NA,NA,5,5,5,56.3,23.8
"605",2,"Bunazaka",648,"ハウチワカエデ",NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,4,55,19.8
"606",2,"Bunazaka",649,"ハウチワカエデ",NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,4,55,19
"607",2,"Bunazaka",483,"ハウチワカエデ",NA,NA,NA,10.1,11.1,12.4,14,NA,NA,NA,5,5,5,5,59.3,23.9
"608",2,"Bunazaka",41,"ブナ",93.6,93.4,93.4,NA,NA,NA,NA,4,1,0,-1,-1,-1,-1,58.8,21.7
"609",2,"Bunazaka",42,"ホオノキ",35.5,36.9,39.2,41.1,42.9,46.5,48.9,5,5,5,5,5,5,5,59.9,25.4
"610",2,"Bunazaka",43,"ブナ",11.9,13.3,14.3,15,16.1,18.1,20.8,5,5,5,5,5,5,5,63.8,29.1
"611",2,"Bunazaka",44,"ブナ",16.9,18.3,19.6,21.2,22.7,25.2,28.2,5,5,5,5,5,5,5,57.6,31.7
"612",2,"Bunazaka",45,"ハウチワカエデ",11.7,11.7,11.7,11.9,11.8,11.8,11.8,5,5,4,4,4,4,2,55.1,37.6
"613",2,"Bunazaka",46,"ホオノキ",39.7,41.1,42.3,42.8,43.3,44.8,46.1,5,5,5,5,5,5,5,52.7,33.6
"614",2,"Bunazaka",47,"ブナ",12.4,12.6,13,13.4,13.9,14.9,15.8,5,5,4,5,5,5,5,53,33.7
"615",2,"Bunazaka",48,"ホオノキ",30.5,31.4,32.5,32.9,33.3,34.5,35.2,5,4,5,5,5,4,4,51.4,31.9
"616",2,"Bunazaka",49,"ブナ",10.2,10.3,10.7,10.7,10.8,10.9,11.1,4,4,4,3,4,4,5,52,32.6
"617",2,"Bunazaka",650,"ハウチワカエデ",NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,3,52.4,32.3
"618",2,"Bunazaka",50,"ハウチワカエデ",10.5,11,11,12.4,12.8,13,13.4,5,5,4,5,4,4,4,53.2,30.9
"619",2,"Bunazaka",484,"ブナ",NA,NA,10.2,11.1,12,13.9,16.7,NA,NA,4,4,5,5,5,52.4,29.7
"620",2,"Bunazaka",51,"ブナ",11.9,12.3,12.8,13.2,13.8,15,16.4,5,5,4,5,5,5,5,48.8,31.3
"621",2,"Bunazaka",485,"ブナ",NA,NA,NA,9.4,9.4,9.2,NA,NA,NA,NA,4,4,3,-1,49.4,32
"622",2,"Bunazaka",52,"ウワミズザクラ",39.3,39.8,41.2,42.5,42.9,44.6,45.5,4,5,5,4,4,4,4,47.4,26.4
"623",2,"Bunazaka",53,"ブナ",16.3,18.4,20.3,21.1,23.6,26.4,30.4,5,5,5,5,5,5,5,46.7,32.4
"624",2,"Bunazaka",486,"ブナ",NA,NA,NA,NA,9,9.1,9.6,NA,NA,NA,NA,5,4,4,42.3,33
"625",2,"Bunazaka",651,"ブナ",NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,5,40.9,33.6
"626",2,"Bunazaka",54,"ブナ",10.5,NA,NA,NA,NA,NA,NA,0,-1,-1,-1,-1,-1,-1,44.9,38.3
"627",2,"Bunazaka",55,"コシアブラ",30.3,31.8,31.6,31.8,31.2,31.3,NA,5,4,5,4,0,0,-1,41.2,35.1
"628",2,"Bunazaka",56,"ウワミズザクラ",45,45.9,46.7,47.5,48.4,49.2,50.2,4,5,5,5,5,4,3,36.6,31
"629",2,"Bunazaka",57,"ブナ",32.4,34.2,35.5,36,36.5,37.5,39.5,5,4,4,4,5,5,5,37.3,37.4
"630",2,"Bunazaka",58,"ブナ",35.5,37.6,38.3,39.5,40.9,43.6,45.2,5,4,5,5,5,5,5,36.7,37.7
"631",2,"Bunazaka",59,"スギ",28.9,30.3,31.4,32.9,33.9,35.7,37.2,5,4,4,4,5,5,4,37.1,38
"632",2,"Bunazaka",60,"スギ",37.2,37.6,37.7,38.2,38.5,39.2,40.4,5,4,5,4,4,4,4,30.2,33.9
"633",2,"Bunazaka",61,"スギ",33.3,33.3,33.2,33.4,33.2,33.3,33.2,3,3,3,3,3,3,3,30.2,33.9
"634",2,"Bunazaka",62,"スギ",53.1,53.7,54.5,55.1,55.5,56.3,57.8,5,4,4,5,4,4,4,30.2,33.9
"635",2,"Bunazaka",63,"ウワミズザクラ",12.9,13.7,14.3,14.7,14.7,14.7,14.8,4,3,4,3,3,2,2,30.4,38.5
"636",2,"Bunazaka",64,"ハウチワカエデ",11.1,11.6,11.9,12.1,12,12,12.3,4,4,4,4,3,4,3,25.4,41.5
"637",2,"Bunazaka",487,"ブナ",NA,NA,NA,10.1,11,11.6,12.1,NA,NA,NA,5,5,5,4,25.4,43
"638",2,"Bunazaka",65,"ホオノキ",23,24.9,26.9,28.7,29.8,32,34,5,5,5,4,5,5,4,21,38.5
"639",2,"Bunazaka",66,"ホオノキ",13.2,13.6,13.8,14.3,14.7,14.8,14.9,4,3,4,4,4,2,3,21.6,39.1
"640",2,"Bunazaka",67,"ホオノキ",10.6,11.2,11.7,11.7,11.7,11.8,NA,4,3,4,4,3,3,-1,21.6,39.1
"641",2,"Bunazaka",488,"ホオノキ",NA,NA,NA,10.4,10.9,11.2,11.1,NA,NA,NA,4,3,3,3,21.6,39.1
"642",2,"Bunazaka",489,"ハウチワカエデ",NA,NA,NA,NA,9.2,9.1,9.2,NA,NA,NA,NA,5,4,4,18.7,40.1
"643",2,"Bunazaka",69,"ハウチワカエデ",10.9,11.4,11.4,11.9,11.8,11.7,12,5,5,5,5,4,4,5,18.4,39.1
"644",2,"Bunazaka",70,"ブナ",13.2,14.1,14.4,14.6,14.6,14.6,14.8,4,4,4,5,4,4,4,15,39.6
"645",2,"Bunazaka",71,"ブナ",11.3,11.6,11.8,12.3,12.8,13.3,13.3,4,4,4,4,4,4,5,11.6,38.8
"646",2,"Bunazaka",72,"ブナ",10.7,11.9,13.1,13.8,14.8,16.5,19.1,5,4,5,5,5,5,5,10.8,41.4
"647",2,"Bunazaka",617,"ハウチワカエデ",NA,NA,NA,NA,NA,9.6,10.3,NA,NA,NA,NA,NA,5,5,9.9,41.8
"648",2,"Bunazaka",490,"ウワミズザクラ",NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA,NA,5,-1,-1,0.9,48.9
"649",2,"Bunazaka",491,"ブナ",NA,10.5,11.1,11.7,12.3,13.3,14.4,NA,5,5,5,5,4,5,8,47.4
"650",2,"Bunazaka",73,"ウワミズザクラ",18.2,19.1,19.7,20.4,20.7,20.7,21,5,5,5,5,5,2,2,10.6,45.4
"651",2,"Bunazaka",74,"ブナ",12.8,13.7,14.3,14.6,15.8,17.2,18.6,5,5,4,5,5,5,5,13.5,43.4
"652",2,"Bunazaka",75,"ブナ",11.5,12.8,14,15,16.5,18.7,22,5,4,5,5,5,5,5,15.7,44.2
"653",2,"Bunazaka",76,"ブナ",12.5,13.3,13.8,14.3,14.7,15.4,16.4,5,5,5,5,5,5,5,16.2,44.1
"654",2,"Bunazaka",492,"ブナ",NA,NA,NA,NA,9.8,9.6,9.7,NA,NA,NA,NA,4,4,4,16.2,44.1
"655",2,"Bunazaka",77,"ブナ",15.1,17,18.7,20.3,23.2,26.2,30.4,5,5,5,5,5,5,5,16.3,43.4
"656",2,"Bunazaka",78,"ブナ",19.5,20.4,20.7,21.4,22,22.4,23.9,5,4,5,5,5,5,5,19.2,42.6
"657",2,"Bunazaka",79,"ブナ",12,13.3,14.2,15.2,16.4,18.6,21.7,4,4,4,4,5,5,5,17.7,45.3
"658",2,"Bunazaka",80,"ブナ",14.6,16.3,17.6,19,20.7,23.6,26.8,5,5,5,4,5,5,5,21.4,45
"659",2,"Bunazaka",81,"ブナ",15.1,17.1,19,20.2,22.3,25,28.3,4,4,4,4,4,4,4,25,45.9
"660",2,"Bunazaka",493,"ブナ",NA,NA,NA,9.9,10.2,10.9,11.6,NA,NA,NA,4,5,5,5,25,45.9
"661",2,"Bunazaka",82,"ホオノキ",21.9,23.1,24.4,25.8,26.5,27.6,28.7,4,4,5,5,5,5,4,28.4,45.3
"662",2,"Bunazaka",83,"ブナ",10.4,NA,NA,NA,NA,NA,NA,3,-1,-1,-1,-1,-1,-1,26.6,44.6
"663",2,"Bunazaka",84,"ホオノキ",30,31.5,33.2,35,35.7,36.8,37.8,5,5,5,5,5,5,4,28.4,45.3
"664",2,"Bunazaka",85,"ブナ",12.1,13,13.7,14.4,15.4,17.1,19.1,4,5,4,5,5,5,5,31.3,50.6
"665",2,"Bunazaka",494,"ブナ",NA,10.1,10.2,10.3,10.4,10.8,11.3,NA,4,4,4,5,5,5,31,51.5
"666",2,"Bunazaka",495,"ブナ",NA,NA,10.1,10.4,10.7,11.1,12,NA,NA,5,5,5,5,5,34.4,52.6
"667",2,"Bunazaka",496,"ホオノキ",10.1,10.2,10.3,10.4,10.5,10.8,11.5,3,3,3,3,3,3,2,34.7,53
"668",2,"Bunazaka",86,"ホオノキ",52.8,53.5,54.7,55.3,57.3,60.6,62.5,4,4,5,5,5,5,5,35.2,51.4
"669",2,"Bunazaka",87,"ブナ",11.3,12,12.5,13.6,13.4,14,14.5,3,4,4,4,5,5,5,34.2,50.9
"670",2,"Bunazaka",88,"ハウチワカエデ",11.2,11.1,11.1,11.3,11.2,11.2,11.2,5,4,4,5,4,4,5,35.2,50
"671",2,"Bunazaka",89,"ブナ",15.6,16.2,16.1,16.5,16.7,16.5,16.3,5,3,4,5,5,4,4,33.7,45.5
"672",2,"Bunazaka",90,"ブナ",37.8,39.5,41,41.4,42.8,45.8,48.5,5,5,5,5,5,5,5,38.3,42.5
"673",2,"Bunazaka",91,"ブナ",35.3,36.8,38.5,39.3,40.7,42.8,45.6,5,5,5,5,5,5,5,41,47.2
"674",2,"Bunazaka",92,"ウワミズザクラ",24,24.5,25.3,26,26.4,26.9,27.3,3,4,4,5,4,3,3,42.3,41.6
"675",2,"Bunazaka",93,"ブナ",14.3,14.5,14.8,14.7,14.7,15.2,15,4,4,4,4,5,5,5,43.1,41.2
"676",2,"Bunazaka",94,"ホオノキ",20.1,21.4,22.5,23.4,24.1,25.7,27.9,5,5,5,5,5,5,4,47.7,41.1
"677",2,"Bunazaka",95,"ウワミズザクラ",13,13.5,13.9,14.1,14.4,14.9,15.2,3,3,4,5,5,4,4,47.4,42.8
"678",2,"Bunazaka",497,"ブナ",NA,NA,NA,10,10.1,10.3,10.3,NA,NA,NA,5,5,4,5,48.2,42.7
"679",2,"Bunazaka",96,"ブナ",10.4,11,11.5,12,12.3,13.4,14.7,3,4,4,4,4,5,4,48.8,42.5
"680",2,"Bunazaka",97,"ブナ",10.2,11.3,11.2,10.3,10.3,9.9,NA,4,5,4,4,3,0,-1,49.4,44.7
"681",2,"Bunazaka",98,"ブナ",15.8,16.1,16.3,16.5,16.6,17.4,18.8,4,4,5,5,5,5,5,49.4,36.5
"682",2,"Bunazaka",100,"ウリハダカエデ",14.3,14.7,14.9,15.1,14.9,NA,NA,5,4,5,5,4,-1,-1,51.2,39.3
"683",2,"Bunazaka",99,"ウリハダカエデ",11.6,12.4,13,13.4,13.7,NA,NA,5,5,5,5,4,-1,-1,51.1,41.1
"684",2,"Bunazaka",101,"ウリハダカエデ",14.5,14.8,15.2,15.3,15.3,NA,NA,4,4,5,4,3,-1,-1,51.1,41.1
"685",2,"Bunazaka",102,"ウリハダカエデ",10.2,NA,NA,NA,NA,NA,NA,3,-1,-1,-1,-1,-1,-1,51.1,41.1
"686",2,"Bunazaka",103,"ウリハダカエデ",15,16.4,17.5,18.3,19,19.5,19.9,5,4,5,5,5,5,4,51.1,41.1
"687",2,"Bunazaka",618,"ハウチワカエデ",NA,NA,NA,NA,NA,10,10.1,NA,NA,NA,NA,NA,4,4,55.9,38.5
"688",2,"Bunazaka",104,"ウワミズザクラ",32.5,33.9,35,36.1,37.8,39.7,41,5,3,5,4,5,4,4,57,37.8
"689",2,"Bunazaka",498,"ハウチワカエデ",NA,NA,NA,NA,10,10.3,10.7,NA,NA,NA,NA,5,5,4,60.3,37.9
"690",2,"Bunazaka",105,"ブナ",10.9,11.4,11.7,11.5,11.4,11.5,NA,3,3,4,3,2,0,-1,61.4,37
"691",2,"Bunazaka",106,"ブナ",14.8,16.4,17.1,17.3,17.6,18.2,19.8,4,2,4,5,5,5,4,62.7,38.4
"692",2,"Bunazaka",107,"ホオノキ",28.8,30.4,32.2,33.9,35.2,37.2,38.2,4,5,5,5,4,4,2,70.6,36.3
"693",2,"Bunazaka",108,"ウリハダカエデ",13.5,13.7,NA,NA,NA,NA,NA,3,0,-1,-1,-1,-1,-1,70.5,40.8
"694",2,"Bunazaka",109,"ミズキ",20.6,19.6,NA,NA,NA,NA,NA,1,0,-1,-1,-1,-1,-1,69.6,44.1
"695",2,"Bunazaka",499,"ブナ",NA,NA,NA,10.1,10.4,10.5,11.1,NA,NA,NA,3,3,3,4,68,43.9
"696",2,"Bunazaka",619,"ヤマモミジ",NA,NA,NA,NA,NA,8.9,10.1,NA,NA,NA,NA,NA,5,5,67,44.5
"697",2,"Bunazaka",652,"ヤマモミジ",NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,4,64.8,42.4
"698",2,"Bunazaka",110,"キハダ",24.9,26,26.5,26.8,27,27.7,27.8,4,4,5,5,4,4,3,66.9,40.7
"699",2,"Bunazaka",500,"ブナ",10.8,10.8,10.8,10.8,10.7,10.7,11.1,3,3,3,3,4,4,4,67.1,40.1
"700",2,"Bunazaka",501,"ヤマモミジ",NA,NA,NA,NA,10.4,11.2,12.1,NA,NA,NA,NA,5,5,5,65,40
"701",2,"Bunazaka",502,"ブナ",NA,NA,NA,NA,8.8,9.4,10.7,NA,NA,NA,NA,5,5,4,65.1,40.9
"702",2,"Bunazaka",111,"ホオノキ",20.9,22.1,23.3,24.5,25.3,26.8,28.8,4,4,5,5,4,5,5,62.9,40.8
"703",2,"Bunazaka",112,"ミズナラ",27.7,29.9,32,34.3,36.4,40.5,44,4,5,5,5,5,5,5,64.4,43.3
"704",2,"Bunazaka",113,"スギ",88.8,89.3,90.2,91,92.8,93.6,95.8,3,4,5,5,5,5,5,63.1,43.3
"705",2,"Bunazaka",114,"ホオノキ",18,19.5,20.6,21.7,22.5,24.1,25.5,4,5,5,5,5,5,3,58.2,46.8
"706",2,"Bunazaka",115,"ブナ",10.6,10.7,12.7,13.7,14.7,16.5,19.4,5,5,5,5,4,5,4,57.1,44.7
"707",2,"Bunazaka",116,"ウワミズザクラ",17.6,18.2,18.5,18.9,19.1,19.5,19.6,4,3,5,5,5,5,3,59.8,47
"708",2,"Bunazaka",117,"ブナ",10.5,10.8,11,11.5,11.9,12.3,12.9,4,4,5,5,4,5,5,61.3,47.9
"709",2,"Bunazaka",653,"ブナ",NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,4,57.3,51.2
"710",2,"Bunazaka",118,"ウワミズザクラ",20.9,22.2,23.2,23.7,24.5,25.4,26.4,5,5,4,5,4,4,3,57.1,48.7
"711",2,"Bunazaka",119,"スギ",28,30.2,32,33.4,34.5,36.5,39.4,3,4,4,4,4,4,3,56,47.1
"712",2,"Bunazaka",120,"スギ",70.2,69.1,70.2,70.9,71.3,72.6,72.7,1,2,1,3,2,2,2,54.5,46.4
"713",2,"Bunazaka",121,"ホオノキ",24.8,26.3,27.9,29.3,29.8,31.4,32.8,4,5,5,4,4,5,4,53.6,45.4
"714",2,"Bunazaka",122,"ブナ",16.7,17.9,18.9,19.5,20.6,21.5,23.9,5,5,5,5,5,5,5,54.2,44.2
"715",2,"Bunazaka",503,"ブナ",NA,NA,10,10.1,10.2,10.5,11.1,NA,NA,5,5,5,5,5,55.3,44.3
"716",2,"Bunazaka",123,"ブナ",12.2,12.4,12.5,12.5,12.7,12.9,13,4,4,5,5,4,4,5,53,44.5
"717",2,"Bunazaka",124,"ウワミズザクラ",13.2,13.4,13.5,13.5,13.4,NA,NA,3,3,4,4,0,-1,-1,52.7,48.1
"718",2,"Bunazaka",125,"スギ",123.5,124.8,124.7,126.8,125.5,127.9,131.1,5,5,5,5,5,4,4,48.7,52.3
"719",2,"Bunazaka",126,"スギ",49.3,50.9,54.3,58.8,63,66.7,70.5,3,4,5,3,3,4,3,47.7,45.1
"720",2,"Bunazaka",504,"ブナ",NA,NA,NA,NA,9,9.5,10.7,NA,NA,NA,NA,5,4,4,41,55.7
"721",2,"Bunazaka",127,"ブナ",10.5,11.1,11.4,11.7,12.5,13.4,16,4,5,5,5,5,5,4,31.9,53.8
"722",2,"Bunazaka",505,"ハウチワカエデ",NA,NA,NA,10,10.3,11.1,12.5,NA,NA,NA,4,5,3,5,33.8,56.7
"723",2,"Bunazaka",506,"ハウチワカエデ",NA,NA,NA,NA,9.1,10.1,10.1,NA,NA,NA,NA,5,4,4,33.8,56.7
"724",2,"Bunazaka",128,"ウワミズザクラ",14.9,15.7,16.4,17.4,18,18.9,20.1,4,4,5,4,5,4,4,25,54.3
"725",2,"Bunazaka",129,"ウワミズザクラ",16.3,17.7,18.3,19.6,20.8,21.4,22.8,4,5,5,4,5,3,3,24.6,54.1
"726",2,"Bunazaka",507,"ホオノキ",10.6,10.8,11,11.2,11.4,11.7,12.1,5,5,5,5,5,4,4,23.7,52.8
"727",2,"Bunazaka",508,"ホオノキ",NA,NA,NA,NA,9.5,10.7,11.8,NA,NA,NA,NA,5,4,4,23.7,52.8
"728",2,"Bunazaka",509,"ウワミズザクラ",NA,NA,NA,10.2,11,12.1,13.2,NA,NA,NA,4,4,4,4,20.2,51.6
"729",2,"Bunazaka",130,"ブナ",11.7,13.2,14.2,15.1,16.3,17.8,19.5,5,5,5,5,5,5,5,9.9,51
"730",2,"Bunazaka",510,"ミズキ",NA,NA,NA,NA,8.2,8.6,9,NA,NA,NA,NA,5,4,3,3.2,54.1
"731",2,"Bunazaka",654,"ブナ",NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,5,4.6,57.9
"732",2,"Bunazaka",511,"ハウチワカエデ",10.1,10.5,10.7,11,11,11.6,12.6,5,5,5,5,4,5,5,9.5,61.7
"733",2,"Bunazaka",512,"ハウチワカエデ",NA,NA,NA,9.3,9.2,9.2,NA,NA,NA,NA,4,3,4,-1,9.5,61.7
"734",2,"Bunazaka",513,"ハウチワカエデ",NA,10.2,10.4,10.6,10.8,11.3,12.2,NA,5,5,5,5,4,5,9.5,61.7
"735",2,"Bunazaka",131,"ブナ",89.3,90.9,92.2,93.2,94.8,96.7,98.7,5,5,5,5,5,5,5,12.1,61.1
"736",2,"Bunazaka",655,"ブナ",NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,5,19.7,58.2
