"","pn","plot","lb","sp","d01","d02","d03","d04","d05","d06","d07","f01","f02","f03","f04","f05","f06","f07","x","y"
"737",2,"Bunazaka",132,"ブナ",108.3,108.2,108.8,109.3,109.5,110.1,111.2,4,4,3,3,3,2,0,23.9,61.9
"738",2,"Bunazaka",133,"ホオノキ",27.6,30,32.6,35.1,37.5,40.9,44.4,5,5,5,5,5,4,3,31.3,65.8
"739",2,"Bunazaka",514,"ハウチワカエデ",NA,NA,NA,NA,9.7,11.1,11.8,NA,NA,NA,NA,5,5,5,38.5,64
"740",2,"Bunazaka",515,"ブナ",NA,NA,9.9,10.4,11,12.4,14.8,NA,NA,4,5,5,5,5,34.5,61.1
"741",2,"Bunazaka",620,"ハウチワカエデ",NA,NA,NA,NA,NA,10.5,14,NA,NA,NA,NA,NA,5,5,33.3,60.7
"742",2,"Bunazaka",621,"ハウチワカエデ",11.1,11.5,11.8,12.1,12.4,12.8,12.8,4,4,4,4,4,4,3,33.3,60.7
"743",2,"Bunazaka",656,"ブナ",NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,NA,4,37.2,58.3
"744",2,"Bunazaka",134,"ブナ",11,11.3,11.5,11.5,11.8,12.4,14.3,4,5,4,5,4,5,5,37.7,59.8
"745",2,"Bunazaka",135,"ホオノキ",39,39.8,41.4,42.2,43,45,46.5,4,5,5,5,5,5,5,39.8,61.4
"746",2,"Bunazaka",622,"ハウチワカエデ",NA,NA,NA,NA,NA,10,10.8,NA,NA,NA,NA,NA,4,3,41.1,62
"747",2,"Bunazaka",657,"ハウチワカエデ",NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,5,41.1,62
"748",2,"Bunazaka",658,"ハウチワカエデ",NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,5,42.1,61.4
"749",2,"Bunazaka",136,"ホオノキ",20.4,20.2,20.1,20.1,20.1,NA,NA,2,2,2,1,0,-1,-1,42.9,61.7
"750",2,"Bunazaka",137,"ブナ",99.8,99.1,99.7,100.3,100.5,100.3,NA,5,5,5,3,3,3,-1,42,63.4
"751",2,"Bunazaka",138,"スギ",105.1,105.7,106.4,106.7,107.5,109,110.6,4,5,5,5,5,5,4,48.6,57.6
"752",2,"Bunazaka",139,"スギ",48.6,50.2,53.2,55.6,58,60.9,65.5,3,4,4,4,3,3,3,53.5,56.2
"753",2,"Bunazaka",140,"ウワミズザクラ",14.6,15.7,16.4,16.7,17.1,17.7,17.9,4,4,5,5,4,4,4,58.5,55.6
"754",2,"Bunazaka",516,"ブナ",NA,NA,NA,NA,8.9,9.4,10.1,NA,NA,NA,NA,5,5,5,59,55.8
"755",2,"Bunazaka",141,"ホオノキ",20.2,21.7,23.4,24,24.7,25.9,26.9,3,5,5,5,5,5,4,59,52.8
"756",2,"Bunazaka",517,"ブナ",NA,NA,NA,10,10.2,10.4,11.1,NA,NA,NA,5,5,5,5,61.9,54.3
"757",2,"Bunazaka",142,"ホオノキ",31.9,34.7,36.7,38.3,39.8,42.8,45.6,4,5,5,5,5,5,5,63.2,52.1
"758",2,"Bunazaka",143,"ウワミズザクラ",19.2,20,20.2,19.9,NA,NA,NA,3,3,1,2,-1,-1,-1,64.2,52.5
"760",2,"Bunazaka",145,"ブナ",11.3,11.6,11.6,11.7,11.8,11.8,11.8,5,5,5,5,5,4,5,64.8,51.1
"761",2,"Bunazaka",146,"ブナ",14.9,14.9,15.2,15.5,16.9,17.5,18.8,5,5,5,5,5,5,5,67,51.4
"762",2,"Bunazaka",147,"ウリハダカエデ",10.1,10.2,10.2,NA,NA,NA,NA,4,4,4,-1,-1,-1,-1,66.4,50.5
"763",2,"Bunazaka",148,"ウリハダカエデ",9.9,9.9,10,9.8,NA,NA,NA,3,4,3,0,-1,-1,-1,66.4,50.5
"764",2,"Bunazaka",149,"イタヤカエデ",17.1,18.3,19.3,20.2,20.8,21,21.8,3,5,5,5,4,4,4,75.7,51.1
"765",2,"Bunazaka",150,"ホオノキ",24.7,26.4,27.9,29.9,31.4,33,34.6,4,5,5,5,5,5,5,74.2,53.4
"766",2,"Bunazaka",151,"ホオノキ",13.4,14.2,14.6,14.7,15,15,15.3,3,3,4,4,4,4,2,72.6,55.2
"767",2,"Bunazaka",152,"ブナ",10.6,11.6,12.8,13.5,14.4,15.4,17.2,4,4,5,5,4,5,5,69.7,52.3
"768",2,"Bunazaka",153,"ウワミズザクラ",17.8,19.4,20.6,21.6,22.4,24,24.3,4,4,5,4,4,4,5,68.8,52.5
"769",2,"Bunazaka",154,"ウワミズザクラ",12.4,12.5,12.5,12.5,12.3,12.2,NA,3,2,3,2,0,0,-1,65.6,56.2
"770",2,"Bunazaka",155,"ハリギリ",11.4,11.6,11.7,10.6,NA,NA,NA,3,2,4,0,-1,-1,-1,62.2,54.1
"771",2,"Bunazaka",659,"ヤマモミジ",NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,3,66.6,57.1
"772",2,"Bunazaka",156,"ウワミズザクラ",28.6,30,31.3,32.8,33.7,35.2,35.7,3,5,5,4,5,5,5,70.4,58.2
"773",2,"Bunazaka",157,"ウリハダカエデ",14.7,14.7,14.4,14.7,14.3,NA,NA,4,3,3,2,0,-1,-1,63.7,56.6
"774",2,"Bunazaka",158,"ウリハダカエデ",13.6,NA,NA,NA,NA,NA,NA,0,-1,-1,-1,-1,-1,-1,63.7,56.6
"775",2,"Bunazaka",159,"ウワミズザクラ",13.3,14.8,15.7,17.2,18.3,19.6,20.7,3,5,5,5,5,4,4,63,61.2
"776",2,"Bunazaka",160,"ブナ",10.2,10.8,11.3,11.8,12.4,13.8,16.4,3,4,4,4,5,5,5,63.6,61.7
"777",2,"Bunazaka",161,"スギ",10.7,11.1,11.8,11.7,11.9,12,NA,2,2,2,2,2,1,-1,63.9,66
"778",2,"Bunazaka",162,"ブナ",10.8,10.8,NA,NA,NA,NA,NA,1,0,-1,-1,-1,-1,-1,61.5,64.3
"779",2,"Bunazaka",163,"ブナ",9.2,9.3,9.3,9.3,9.2,NA,NA,1,1,2,1,0,-1,-1,59.6,63
"780",2,"Bunazaka",164,"ウリハダカエデ",14.6,15.6,16.3,16.5,16.3,NA,NA,5,5,4,3,2,-1,-1,54.7,64.9
"781",2,"Bunazaka",165,"ブナ",17.8,19.2,20.5,21.5,22.6,24.5,26.2,5,5,4,4,5,5,5,54.2,63.8
"782",2,"Bunazaka",166,"スギ",22.2,22.9,23.4,24,25,25.4,25.6,4,4,4,4,5,5,4,52.8,63.5
"783",2,"Bunazaka",167,"スギ",48,52,55.3,58.8,62.1,66.5,71.7,3,4,4,4,4,5,4,52.8,62
"784",2,"Bunazaka",168,"ウワミズザクラ",15.5,16.6,17.3,18,18.7,20,21.7,5,4,4,4,4,4,4,52.1,61.8
"785",2,"Bunazaka",169,"ウリハダカエデ",12,12.7,13.1,13.1,13.3,13.6,13.3,3,4,5,4,3,4,0,54.6,58.9
"786",2,"Bunazaka",170,"スギ",14.9,15.6,16,16.4,16.9,16.9,17.4,4,4,4,4,3,2,2,55.8,58.9
"787",2,"Bunazaka",171,"ホオノキ",19,21,22.5,23.6,24.6,26.2,27.3,4,5,5,5,4,5,5,59.2,59.8
"788",2,"Bunazaka",623,"ハウチワカエデ",NA,NA,NA,NA,NA,9.9,10.5,NA,NA,NA,NA,NA,4,5,59.9,58.5
"789",2,"Bunazaka",660,"ブナ",NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,5,59,59
"790",2,"Bunazaka",661,"ヤマモミジ",NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,NA,4,57.9,57.7
"792",2,"Bunazaka",172,"ウワミズザクラ",25.8,27.3,28.8,30.1,31.3,32.9,33.9,4,5,5,5,5,5,5,58.1,58.8
"793",2,"Bunazaka",519,"ヤマモミジ",NA,NA,NA,NA,9.7,9.7,9.7,NA,NA,NA,NA,4,5,5,57.7,68.3
"794",2,"Bunazaka",173,"ブナ",10.8,11,11,11.1,11.1,11.2,11.4,4,5,4,5,5,5,5,56.7,67.6
"795",2,"Bunazaka",174,"ブナ",15.4,17,18.5,19.7,21.3,24,26.4,5,5,5,4,5,5,5,56.6,68.2
"796",2,"Bunazaka",175,"ブナ",10,10.2,10.5,10.6,10.6,10.8,10.9,5,4,4,5,5,5,5,56.8,68.8
"797",2,"Bunazaka",176,"ブナ",23.4,26,28.2,29.6,32.3,35.7,38.9,5,5,5,5,5,5,5,56.3,69.9
"798",2,"Bunazaka",177,"ブナ",15.2,16.5,17.8,18.9,20.1,21.8,23.8,4,5,5,5,5,5,5,55.7,68.1
"799",2,"Bunazaka",178,"ブナ",11.4,11.7,12,12.1,12.1,12.2,12.4,4,5,4,5,4,5,5,55.7,68.1
"800",2,"Bunazaka",179,"ブナ",10.5,11.3,12.2,13,13.8,15.6,17.6,3,5,5,4,5,5,5,54.7,68.2
"801",2,"Bunazaka",180,"スギ",43,39.5,39.7,39.4,39,39,39.2,0,0,0,0,0,0,0,52.7,67.1
"802",2,"Bunazaka",181,"ブナ",10.6,11.5,12.5,13.5,14.9,17.1,20.2,4,4,5,5,5,5,4,50.1,66.7
"803",2,"Bunazaka",182,"ホオノキ",14.5,15.1,15.5,15.5,15.5,NA,NA,3,4,3,3,1,-1,-1,48.5,66.7
"804",2,"Bunazaka",183,"ホオノキ",26.7,29,31,32.6,33,35.8,36.1,4,4,5,5,4,5,5,49.2,73.3
"805",2,"Bunazaka",184,"ホオノキ",16.1,16.5,NA,NA,NA,NA,NA,4,0,-1,-1,-1,-1,-1,46.1,70.4
"806",2,"Bunazaka",185,"ホオノキ",16.3,16.8,17,17.2,17,15.8,15.9,4,4,4,4,1,0,0,45.4,66.9
"807",2,"Bunazaka",186,"ハリギリ",13.9,11.8,NA,NA,NA,NA,NA,3,0,-1,-1,-1,-1,-1,44.3,69.1
"808",2,"Bunazaka",187,"トチノキ",46.1,47.4,49.4,50.5,50.6,52.6,54.7,4,5,5,5,5,5,5,41.4,71.3
"809",2,"Bunazaka",188,"ウワミズザクラ",11.1,11.1,11.4,11.7,11.2,NA,NA,4,4,3,3,0,-1,-1,40.8,70.9
"810",2,"Bunazaka",520,"ウワミズザクラ",NA,NA,NA,10.1,10.3,10,10.7,NA,NA,NA,3,4,3,3,40.8,70.9
"811",2,"Bunazaka",189,"トチノキ",12.2,10.8,NA,NA,NA,NA,NA,1,0,-1,-1,-1,-1,-1,40.4,70.5
"813",2,"Bunazaka",522,"ブナ",NA,NA,NA,9.4,9.4,10,11.1,NA,NA,NA,4,4,2,3,31.5,68.7
"814",2,"Bunazaka",523,"ブナ",NA,NA,NA,10,10,NA,NA,NA,NA,NA,2,0,-1,-1,31.5,68.7
"815",2,"Bunazaka",662,"ブナ",NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA,NA,4,29.4,74.9
"816",2,"Bunazaka",190,"ウワミズザクラ",32.4,34.3,35.7,37.4,39.4,41.9,43.8,5,5,4,5,5,5,5,29.1,74.7
"817",2,"Bunazaka",524,"ヤマモミジ",NA,NA,NA,NA,9.9,10.3,11.6,NA,NA,NA,NA,5,5,5,34.5,77.5
"818",2,"Bunazaka",624,"ヤマモミジ",NA,NA,NA,NA,NA,9.4,10.1,NA,NA,NA,NA,NA,5,5,34.5,77.5
"819",2,"Bunazaka",525,"ヤマモミジ",NA,NA,NA,9.9,10,10.1,10.7,NA,NA,NA,4,4,4,5,31.6,79.7
"820",2,"Bunazaka",526,"ブナ",NA,NA,NA,NA,9.5,9.9,10.7,NA,NA,NA,NA,4,3,3,17.6,76
"821",2,"Bunazaka",527,"ハウチワカエデ",10.5,10.6,10.7,10.8,10.9,10.9,11.1,5,5,5,5,4,2,3,17.6,73.6
"822",2,"Bunazaka",625,"ハウチワカエデ",NA,NA,NA,NA,NA,9.6,9.6,NA,NA,NA,NA,NA,4,3,17.6,73.6
"823",2,"Bunazaka",191,"ウワミズザクラ",17.2,17.2,NA,NA,NA,NA,NA,3,3,-1,-1,-1,-1,-1,19.3,68.7
"824",2,"Bunazaka",626,"ブナ",NA,NA,NA,NA,NA,9.9,10.8,NA,NA,NA,NA,NA,4,4,15.5,68
"825",2,"Bunazaka",663,"ブナ",NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,NA,3,16,67.4
"826",2,"Bunazaka",528,"ブナ",NA,NA,NA,NA,9.3,9.4,9.7,NA,NA,NA,NA,4,3,3,14.5,69.5
"827",2,"Bunazaka",627,"ブナ",NA,NA,NA,NA,NA,10.1,10.1,NA,NA,NA,NA,NA,4,3,14.5,69.5
"828",2,"Bunazaka",192,"ブナ",10.8,12.2,13.3,14.4,15.9,18.1,20.7,5,5,4,4,4,5,5,12.8,66.6
"829",2,"Bunazaka",529,"ブナ",NA,NA,NA,NA,10.3,12.4,14.7,NA,NA,NA,NA,5,5,5,12.8,66.6
"830",2,"Bunazaka",628,"ブナ",NA,NA,NA,NA,NA,9.4,9.8,NA,NA,NA,NA,NA,4,4,12.8,66.6
"831",2,"Bunazaka",193,"ホオノキ",17.5,18.5,19.2,20,20.7,21.6,23.3,4,4,5,4,5,5,5,12.1,66.8
"832",2,"Bunazaka",530,"ブナ",NA,NA,NA,9.9,9.8,9.8,NA,NA,NA,NA,4,3,2,-1,11,72.9
"833",2,"Bunazaka",194,"ホオノキ",24.9,26.2,27.5,29.1,30.2,33.2,35,4,4,5,4,4,5,5,7.1,68.4
"834",2,"Bunazaka",531,"ブナ",NA,10,10.1,10.2,10.3,10.6,11.6,NA,4,4,4,3,4,5,7.2,68
"835",2,"Bunazaka",195,"ブナ",9.3,9.5,9.5,9.6,9.6,9.7,9.9,3,2,4,1,3,4,4,6.3,68.9
"836",2,"Bunazaka",532,"ブナ",NA,NA,NA,NA,9.3,9.5,10.2,NA,NA,NA,NA,4,5,4,6.3,68.9
"837",2,"Bunazaka",533,"ブナ",NA,NA,NA,NA,9.6,9.7,NA,NA,NA,NA,NA,4,2,-1,7.1,69.9
"838",2,"Bunazaka",534,"ミズキ",NA,NA,NA,NA,7,7.9,7.9,NA,NA,NA,NA,5,4,1,4.7,73.2
"839",2,"Bunazaka",196,"ハウチワカエデ",10.2,10.5,10.7,10.7,10.7,10.8,11,3,4,5,3,4,3,4,2.8,81.5
"840",2,"Bunazaka",535,"ハウチワカエデ",10.6,10.6,10.6,10.6,10.5,10.6,10.7,3,3,3,3,4,4,4,2.8,81.5
"841",2,"Bunazaka",536,"ハウチワカエデ",12.9,12.9,12.9,12.9,12.9,NA,NA,5,5,5,5,5,-1,-1,2.8,81.5
"842",2,"Bunazaka",537,"ハウチワカエデ",NA,NA,NA,NA,9.4,9.3,11.1,NA,NA,NA,NA,4,5,4,2.8,81.5
"843",2,"Bunazaka",197,"ウワミズザクラ",25.5,26.5,27.5,28.2,29.6,30.3,30.7,3,4,5,5,5,3,3,7.3,81.3
"844",2,"Bunazaka",664,"ブナ",NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,3,12.4,82.6
"845",2,"Bunazaka",198,"ウワミズザクラ",27.3,28.5,29.3,30.5,32.1,32.8,33.7,4,5,5,5,5,5,5,26.7,82.3
"846",2,"Bunazaka",538,"ブナ",NA,NA,NA,10.7,11.5,12.9,14.5,NA,NA,NA,5,5,5,5,28.2,85.1
"847",2,"Bunazaka",199,"ホオノキ",48.3,49.5,52.6,53,53.5,55.5,56.7,5,4,5,5,5,5,5,25.5,87.9
"848",2,"Bunazaka",200,"ホオノキ",49.1,50.2,51.2,52,52.7,53.9,54.9,4,5,5,4,4,4,4,28,86.9
"849",2,"Bunazaka",201,"ホオノキ",20.2,21.3,22.3,23.2,24.2,25.5,27.2,4,5,5,5,5,5,5,29.8,87.4
"850",2,"Bunazaka",202,"ブナ",12.3,12.8,13.1,13.6,14.3,14.8,16.3,5,5,5,5,5,5,5,30.9,86.4
"851",2,"Bunazaka",203,"ホオノキ",14.1,14.4,14.6,14.7,14.9,15,15.2,3,3,4,4,5,5,4,31.4,88.6
"852",2,"Bunazaka",204,"ホオノキ",38.3,39.7,41.5,42.9,44.5,46.3,48.2,4,4,5,4,4,5,5,31.9,89
"853",2,"Bunazaka",205,"ホオノキ",39.7,41.2,42.7,43.8,44.8,46.2,47.8,5,5,5,4,5,5,5,32.3,87.9
"854",2,"Bunazaka",539,"ホオノキ",NA,NA,NA,NA,9.9,10.4,10.9,NA,NA,NA,NA,4,4,4,32.3,87.9
"855",2,"Bunazaka",206,"コシアブラ",10.1,10.9,11.8,12.3,12.5,13.1,13.9,3,4,5,4,4,3,4,36.7,79.5
"856",2,"Bunazaka",665,"ブナ",NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,4,35.9,77.4
"857",2,"Bunazaka",207,"ハリギリ",12.7,10.1,NA,NA,NA,NA,NA,0,0,-1,-1,-1,-1,-1,41.4,77.3
"858",2,"Bunazaka",208,"ミズキ",15.4,15.7,15.8,15.9,15.7,NA,NA,4,2,4,3,1,-1,-1,44.3,76.9
"859",2,"Bunazaka",209,"ウワミズザクラ",33.2,34.4,35.9,37.3,39.2,40.6,41.9,4,5,5,5,4,4,5,45.4,81.1
"860",2,"Bunazaka",210,"キハダ",22.8,23.4,23.4,24,23.6,24.1,23.5,4,3,5,3,2,1,0,44.4,75.6
"861",2,"Bunazaka",629,"ヤマモミジ",NA,NA,NA,NA,NA,9.2,10.7,NA,NA,NA,NA,NA,5,5,45.1,74.3
"862",2,"Bunazaka",666,"ブナ",NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,5,47.4,75.3
"863",2,"Bunazaka",540,"ウリハダカエデ",NA,NA,NA,10,10.2,10.5,10.6,NA,NA,NA,4,4,4,2,49.6,77.2
"864",2,"Bunazaka",211,"シナノキ",16.4,16.3,16.3,14,13.8,NA,NA,4,3,3,0,0,-1,-1,52.7,74.1
"865",2,"Bunazaka",541,"ブナ",NA,NA,NA,9.6,9.8,9.9,10,NA,NA,NA,4,4,3,4,54.4,72.6
"866",2,"Bunazaka",667,"ブナ",NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,4,54.4,72.6
"867",2,"Bunazaka",212,"ホオノキ",11.6,13,13.9,14.5,14.6,15.1,16,4,5,5,5,4,5,5,59.4,74.6
"868",2,"Bunazaka",542,"スギ",NA,NA,NA,NA,8.8,9.5,9.4,NA,NA,NA,NA,3,2,1,61.3,79.7
"869",2,"Bunazaka",213,"ウダイカンバ",16.5,18.3,20.5,21.8,23.4,26.2,29.3,4,5,5,5,5,5,4,61.4,76.4
"870",2,"Bunazaka",214,"ウダイカンバ",17.5,19.1,20.8,21.9,23.3,25.2,27.5,4,4,5,5,5,4,5,61.5,74.7
"871",2,"Bunazaka",215,"ウワミズザクラ",11.9,13.1,14.6,16.3,18.3,20.7,22,3,4,5,5,5,5,5,65.8,71.8
"872",2,"Bunazaka",630,"ヤマモミジ",NA,NA,NA,NA,NA,9.1,9.5,NA,NA,NA,NA,NA,5,5,64.7,71
"873",2,"Bunazaka",216,"スギ",61.6,62.7,65.3,68.2,69.8,72.7,76.6,3,5,5,4,5,5,4,64.3,72.2
"874",2,"Bunazaka",543,"ウリハダカエデ",NA,NA,NA,NA,8.8,8.5,NA,NA,NA,NA,NA,4,0,-1,65.4,74.4
"875",2,"Bunazaka",544,"ブナ",NA,12.3,14.4,16.5,18.6,21.8,25.8,NA,5,5,5,5,5,5,67.4,78.6
"876",2,"Bunazaka",545,"ウワミズザクラ",NA,NA,10.6,11.5,12.4,13.4,14.4,NA,NA,5,5,5,5,4,71.6,80.7
"877",2,"Bunazaka",217,"スギ",44.8,45,46.3,46.7,47.7,48.4,49.5,3,3,4,4,4,3,3,70.5,82
"878",2,"Bunazaka",546,"ウワミズザクラ",11.5,12,12.4,12.8,13.2,13.4,14,4,4,4,4,4,4,4,70.3,82.4
"879",2,"Bunazaka",631,"ヤマモミジ",NA,NA,NA,NA,NA,9.3,10,NA,NA,NA,NA,NA,5,4,68.5,83.3
"880",2,"Bunazaka",218,"スギ",67.7,68.3,69.9,71.1,72.4,75.2,78.4,3,4,4,3,3,4,3,66.6,82.6
"881",2,"Bunazaka",219,"ウワミズザクラ",23.5,24.5,24.5,25.5,25.1,NA,NA,4,4,5,4,1,-1,-1,64.3,86
"882",2,"Bunazaka",547,"ウワミズザクラ",21.1,21.6,22,22.4,23.1,24.3,25.2,4,4,4,5,5,5,4,60.8,89.6
"883",2,"Bunazaka",220,"ウワミズザクラ",20,22.5,22.3,22.4,21.8,21.3,20.3,4,4,1,2,0,0,0,59.3,82.9
"884",2,"Bunazaka",221,"ウワミズザクラ",28.8,30.3,31.6,32.6,33.5,34.9,35.8,4,5,5,5,4,4,3,58.2,82.2
"885",2,"Bunazaka",632,"ヤマモミジ",NA,NA,NA,NA,NA,9.2,9.9,NA,NA,NA,NA,NA,3,5,55.2,79.5
"886",2,"Bunazaka",222,"ウワミズザクラ",22.5,24.5,26.2,27,28.3,29.8,31,3,3,5,5,4,4,4,49.4,88
"887",2,"Bunazaka",223,"ウワミズザクラ",28.4,30.4,32.4,34.1,35.6,38.2,40.1,4,5,5,5,4,5,4,49.4,88.2
"888",2,"Bunazaka",224,"キハダ",23.7,24.2,24.8,25.7,26.6,27.1,27.6,4,5,5,5,4,4,3,48.1,88.3
"889",2,"Bunazaka",225,"ウリハダカエデ",13.8,14.7,15.4,15.3,15.7,15.8,15.2,4,4,4,5,4,4,0,47.3,89
"890",2,"Bunazaka",548,"トチノキ",NA,NA,NA,NA,9.8,10.7,11.3,NA,NA,NA,NA,5,5,5,48.8,95.1
"891",2,"Bunazaka",226,"イタヤカエデ",16.1,17.3,18.4,19.3,19.6,20,20.1,5,3,5,4,3,4,5,46.9,93.4
"892",2,"Bunazaka",227,"ウワミズザクラ",21.1,24,26.2,28.4,30.6,32.6,34.4,5,5,5,4,4,5,5,44.3,94.8
"893",2,"Bunazaka",549,"ブナ",NA,NA,NA,NA,8.1,8.1,8.5,NA,NA,NA,NA,5,4,5,43.6,93.4
"894",2,"Bunazaka",668,"ブナ",NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,4,39.3,88.6
"895",2,"Bunazaka",228,"ホオノキ",10.1,10.7,11.1,11.6,12,12,12.3,3,5,4,5,5,5,4,34.8,91.2
"896",2,"Bunazaka",229,"ホオノキ",44.3,46.1,47.3,49.1,50.8,52.4,53.2,5,5,5,5,5,5,4,34.3,90.7
"897",2,"Bunazaka",230,"ホオノキ",37.4,39.1,41.1,42.4,44,45.8,47.9,4,4,5,4,4,5,5,32.5,91.2
"898",2,"Bunazaka",231,"ホオノキ",34,35.4,36.2,37,37.9,39.2,40.5,4,4,5,4,4,5,5,30.6,94.5
"899",2,"Bunazaka",232,"ハウチワカエデ",13.1,13.6,14.1,14.7,15.3,15.7,16.5,5,4,5,5,5,4,5,26.6,89.8
"900",2,"Bunazaka",233,"ウワミズザクラ",14.2,14.4,14.6,14.7,14.7,14.6,NA,2,2,2,4,3,2,-1,26.8,91.7
"902",2,"Bunazaka",551,"トチノキ",NA,NA,NA,NA,8,8.7,10.6,NA,NA,NA,NA,5,4,5,15.8,85.4
"903",2,"Bunazaka",234,"ホオノキ",15.2,17.4,19.2,20.5,21.4,23,24.6,4,5,5,5,5,5,5,9.9,87.6
"904",2,"Bunazaka",235,"ブナ",10.1,10.7,11,11.1,11.2,11.4,11.6,2,3,4,3,2,3,3,12.5,88.8
"905",2,"Bunazaka",633,"ブナ",NA,NA,NA,10.4,11.1,12.1,13.3,NA,NA,NA,4,4,4,5,12.5,88.8
"906",2,"Bunazaka",236,"ウワミズザクラ",12.9,13.7,14.1,14.6,14.8,15,15.3,4,4,5,5,5,5,4,5.2,88.5
"907",2,"Bunazaka",237,"ホオノキ",28.7,29.4,29.7,30,30.1,30.4,30.6,4,4,4,5,5,5,5,1.6,87.3
"908",2,"Bunazaka",670,"ハウチワカエデ",NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,4,1.5,88.3
"909",2,"Bunazaka",238,"スギ",123.1,123.5,124.8,125.4,126,128,129.2,3,3,2,4,4,3,4,1.2,94.9
"910",2,"Bunazaka",239,"ブナ",10.8,11.9,13.3,14.1,15.6,17.5,20.8,4,4,4,4,5,5,5,6,97.5
"911",2,"Bunazaka",552,"ブナ",NA,NA,NA,10,10.4,11,11.8,NA,NA,NA,5,5,5,5,6.1,95.8
"912",2,"Bunazaka",553,"ブナ",NA,NA,NA,NA,9.7,10.3,11.5,NA,NA,NA,NA,5,5,5,7.7,95.1
"913",2,"Bunazaka",554,"ブナ",NA,NA,NA,NA,10.6,11.6,13.2,NA,NA,NA,NA,5,5,5,9.4,96.3
"914",2,"Bunazaka",240,"ウワミズザクラ",20.9,22.2,22.9,23.7,25,26.6,27.9,4,4,4,4,4,4,5,9.5,95.2
"915",2,"Bunazaka",241,"ブナ",12.1,12.7,12.9,12.9,12.8,NA,NA,5,4,2,4,3,-1,-1,11.2,92.3
"916",2,"Bunazaka",671,"ブナ",NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA,NA,4,12.2,92.7
"917",2,"Bunazaka",242,"ウワミズザクラ",26,27.3,28.4,29.8,31.3,33.6,34.7,2,5,5,4,5,5,4,13.6,92.1
"918",2,"Bunazaka",243,"コシアブラ",9.8,10.3,10.5,10.9,10.7,10.3,10.4,3,3,3,4,3,0,0,13.6,91.3
"919",2,"Bunazaka",244,"ホオノキ",27.7,29.4,31.1,32.2,33.1,34.8,35.7,4,5,4,4,4,5,5,18.5,94.7
"920",2,"Bunazaka",634,"ブナ",NA,NA,NA,NA,NA,9,9.9,NA,NA,NA,NA,NA,5,5,25.7,94.4
"921",2,"Bunazaka",555,"ハウチワカエデ",NA,NA,NA,NA,9.7,10.1,11.1,NA,NA,NA,NA,5,5,5,27.6,96.9
"922",2,"Bunazaka",556,"ハウチワカエデ",NA,NA,NA,NA,9.8,10,10.9,NA,NA,NA,NA,5,5,5,27.6,96.9
"923",2,"Bunazaka",245,"ブナ",9.5,10.2,10.9,11.7,12.8,14.2,16.6,5,5,5,5,5,5,5,29.1,93.5
"924",2,"Bunazaka",246,"ブナ",11,11.9,12.6,13.4,14.2,15.3,16.9,5,5,5,5,5,5,5,34.3,94
"925",2,"Bunazaka",557,"ブナ",NA,NA,10.4,11.5,12.6,13.5,15.2,NA,NA,5,5,5,5,5,33.7,96.6
"926",2,"Bunazaka",672,"ハウチワカエデ",NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,NA,5,33.6,97.4
"927",2,"Bunazaka",247,"ブナ",11.4,12.8,13.9,14.7,15.7,17.3,19.6,4,5,5,4,5,5,5,35.8,97.1
"928",2,"Bunazaka",248,"ウリハダカエデ",14.5,14.3,NA,NA,NA,NA,NA,2,0,-1,-1,-1,-1,-1,39.5,95.3
"929",2,"Bunazaka",558,"ハウチワカエデ",10.4,10.4,10.4,10.4,10.4,10.4,10.5,4,4,4,4,3,3,3,42.5,99.5
"930",2,"Bunazaka",249,"ブナ",10,10.3,10.5,10.5,10.5,10.5,10.9,4,3,4,3,4,4,5,44.4,99.3
"931",2,"Bunazaka",673,"トチノキ",NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,5,46.1,98
"932",2,"Bunazaka",250,"ウリハダカエデ",10.6,10.4,NA,NA,NA,NA,NA,2,0,-1,-1,-1,-1,-1,49.7,98.6
"933",2,"Bunazaka",251,"ウワミズザクラ",11.5,12.6,13.3,13.6,13.5,NA,NA,3,4,4,3,1,-1,-1,51.7,98.6
"934",2,"Bunazaka",252,"ホオノキ",14.5,15.6,16.9,18,19.3,20.5,22.5,4,4,4,4,4,4,4,54.8,96
